Year,Quarter,State,District,Registered Users,App Opens,Average Opens
2022,Q2,Assam,Karbi Anglong,83178,10826701,130.16303589891558
2022,Q2,Assam,Sivasagar,108296,6750232,62.33131417596218
2022,Q2,Assam,Dibrugarh,222494,18395761,82.67980709592169
2022,Q2,Assam,South Salmara Mancachar,40714,2233450,54.85705162843248
2022,Q2,Assam,Nagaon,284558,12455248,43.77050724281166
2022,Q2,Assam,Dhubri,146304,9092346,62.1469406167979
2022,Q2,Assam,Golaghat,140961,16364819,116.09465738750434
2022,Q2,Assam,Udalguri,83629,14945821,178.7157684535269
2022,Q2,Assam,Majuli,19678,3033439,154.15382660839515
2022,Q2,Assam,Sonitpur,223514,16534514,73.97529461241801
2022,Q2,Assam,Hojai,91289,10527736,115.32316051221943
2022,Q2,Assam,Marigaon,125094,7396715,59.12925480039011
2022,Q2,Assam,Chirang,52054,10714348,205.83140584777345
2022,Q2,Assam,Cachar,243727,8364258,34.318142840144915
2022,Q2,Assam,Nalbari,96855,6448258,66.57640803262609
2022,Q2,Assam,West Karbi Anglong,18603,4005474,215.31333655861957
2022,Q2,Assam,Dhemaji,97885,12335239,126.01766358481892
2022,Q2,Assam,Karimganj,128589,8450117,65.71415128821283
2022,Q2,Assam,Bongaigaon,114947,8688653,75.58834071354624
2022,Q2,Assam,Dima Hasao,34416,4804116,139.58960948396094
2022,Q2,Assam,Baksa,108093,12311677,113.89892962541515
2022,Q2,Assam,Charaideo,58046,8651839,149.051424732109
2022,Q2,Assam,Darrang,102100,9668329,94.69470127326151
2022,Q2,Assam,Kamrup Metropolitan,810057,6849699,8.455823479088508
2022,Q2,Assam,Hailakandi,81807,4370640,53.42623491877223
2022,Q2,Assam,Barpeta,253194,11738056,46.35992954019448
2022,Q2,Assam,Goalpara,131350,8334994,63.45636848115721
2022,Q2,Assam,Biswanath,76698,9502503,123.8950559336619
2022,Q2,Assam,Jorhat,163307,7886769,48.29412701231423
2022,Q3,Assam,Tinsukia,199942,29277292,146.42892438807255
2022,Q3,Assam,Lakhimpur,134167,21009628,156.59311156990915
2022,Q3,Assam,Kamrup,221721,17825113,80.39433792919931
2022,Q3,Assam,Kokrajhar,92019,12322852,133.91638683315404
2022,Q3,Assam,Karbi Anglong,87673,13894716,158.48340994376832
2022,Q3,Assam,Sivasagar,114163,7826176,68.55264840622618
2022,Q3,Assam,Dibrugarh,234149,23974651,102.39057608616736
2022,Q3,Assam,South Salmara Mancachar,43159,2606041,60.382330452512804
2022,Q3,Assam,Nagaon,300653,16159981,53.74960835248609
2022,Q3,Assam,Dhubri,154896,12516285,80.804442981097
2022,Q3,Assam,Golaghat,148419,20170917,135.90522102965255
2022,Q3,Assam,Udalguri,87984,17883415,203.25758092380434
2022,Q3,Assam,Majuli,20640,3375101,163.52233527131784
2022,Q3,Assam,Sonitpur,235752,20172502,85.56662085581459
2022,Q3,Assam,Hojai,96394,12294216,127.54129925099073
2022,Q3,Assam,Marigaon,131985,8112239,61.46334053112096
2022,Q3,Assam,Chirang,55020,12567113,228.40990548891313
2022,Q3,Assam,Cachar,257370,11770680,45.73446788670008
2022,Q3,Assam,Nalbari,102232,8684415,84.94810822443071
2022,Q3,Assam,West Karbi Anglong,19543,4377609,223.99882310801823
2022,Q3,Assam,Dhemaji,103193,13855931,134.27200488405222
2022,Q3,Assam,Karimganj,135721,9580499,70.58965819585768
2022,Q3,Assam,Bongaigaon,121477,10130192,83.39185195551421
2022,Q3,Assam,Dima Hasao,36162,5936531,164.16489685305015
2022,Q3,Assam,Baksa,113700,15925684,140.0675813544415
2022,Q3,Assam,Charaideo,61141,9596987,156.9648353805139
2022,Q3,Assam,Darrang,107920,11849039,109.79465344699777
2022,Q3,Assam,Kamrup Metropolitan,854019,8071434,9.451117598086226
2022,Q3,Assam,Hailakandi,86454,5088713,58.860353482776965
2022,Q3,Assam,Barpeta,267667,12753203,47.64578001770857
2022,Q3,Assam,Goalpara,138786,10801509,77.82852016774027
2022,Q3,Assam,Biswanath,80965,11000845,135.8716111900204
2022,Q3,Assam,Jorhat,171824,9349198,54.41147918800633
2022,Q4,Assam,Tinsukia,209247,8688971,41.52494898373693
2022,Q4,Assam,Lakhimpur,139753,6388636,45.71376643077429
2022,Q4,Assam,Kamrup,231849,11925388,51.436012232099344
2022,Q4,Assam,Kokrajhar,95812,4612537,48.14153759445581
2022,Q4,Assam,Karbi Anglong,91420,4792698,52.42504922336469
2022,Q4,Assam,Sivasagar,118956,4937903,41.51033155116178
2022,Q4,Assam,Dibrugarh,244755,9691098,39.59509713795428
2022,Q4,Assam,South Salmara Mancachar,45335,2537488,55.97194220800706
2022,Q4,Assam,Nagaon,314901,14572115,46.275226182196946
2022,Q4,Assam,Dhubri,162126,8948191,55.19281916534054
2022,Q4,Assam,Golaghat,154556,6462185,41.811285229949014
2022,Q4,Assam,Udalguri,91414,4463261,48.824698623843176
2022,Q4,Assam,Majuli,21428,882103,41.165904424117976
2022,Q4,Assam,Sonitpur,246327,12282291,49.86173257499178
2022,Q4,Assam,Hojai,101076,5126769,50.72192211801021
2022,Q4,Assam,Marigaon,138147,6304091,45.63320955214373
2022,Q4,Assam,Chirang,57336,2868861,50.03594600251151
2022,Q4,Assam,Cachar,269556,12466379,46.247826054697356
2022,Q4,Assam,Nalbari,106762,4782164,44.79275397613383
2022,Q4,Assam,West Karbi Anglong,20258,991480,48.9426399447132
2022,Q4,Assam,Dhemaji,107602,5325778,49.49515808256352
2022,Q4,Assam,Karimganj,141959,6787339,47.81196683549476
2022,Q4,Assam,Bongaigaon,127238,6467548,50.83031798676496
2022,Q4,Assam,Dima Hasao,37773,1908040,50.513329626982234
2022,Q4,Assam,Baksa,118160,5908860,50.00727826675694
2022,Q4,Assam,Charaideo,63748,2668891,41.8662703143628
2022,Q4,Assam,Darrang,112770,6468559,57.36063669415625
2022,Q4,Assam,Kamrup Metropolitan,897245,40938571,45.626970336975965
2022,Q4,Assam,Hailakandi,90713,4724399,52.080727128415994
2022,Q4,Assam,Barpeta,280479,15643110,55.77283860823805
2022,Q4,Assam,Goalpara,145213,7184842,49.47795307582655
2022,Q4,Assam,Biswanath,84425,4159326,49.2665205803968
2022,Q4,Assam,Jorhat,179437,6871285,38.29357936211595
2023,Q1,Assam,Tinsukia,219077,40115013,183.10919448413114
2023,Q1,Assam,Lakhimpur,146560,30457042,207.8127865720524
2023,Q1,Assam,Kamrup,242982,26113435,107.47065626260381
2023,Q1,Assam,Kokrajhar,100303,19872351,198.1231967139567
2023,Q1,Assam,Karbi Anglong,95739,19148924,200.01174025214385
2023,Q1,Assam,Sivasagar,124732,10615221,85.10423147227657
2023,Q1,Assam,Dibrugarh,256050,30073892,117.45320054676822
2023,Q1,Assam,South Salmara Mancachar,47683,6127028,128.49501918922886
2023,Q1,Assam,Nagaon,330283,20574666,62.294050859414504
2023,Q1,Assam,Dhubri,170279,18132442,106.48666012837755
2023,Q1,Assam,Golaghat,161948,26574993,164.09583940524118
2023,Q1,Assam,Udalguri,95812,23871398,249.14831127624933
2023,Q1,Assam,Majuli,22458,5992451,266.8292367975777
2023,Q1,Assam,Sonitpur,258067,30546943,118.36826483045101
2023,Q1,Assam,Hojai,105945,13898317,131.18426542073718
2023,Q1,Assam,Marigaon,144934,10945875,75.52316916665517
2023,Q1,Assam,Chirang,60134,19619538,326.26364452722254
2023,Q1,Assam,Cachar,282643,19883444,70.34826264934918
2023,Q1,Assam,Nalbari,111929,12159155,108.63274933216593
2023,Q1,Assam,West Karbi Anglong,21265,6408483,301.3629438043734
2023,Q1,Assam,Dhemaji,112754,19705203,174.76278446884368
2023,Q1,Assam,Karimganj,148828,15817111,106.2777904695353
2023,Q1,Assam,Bongaigaon,133489,13993373,104.8279109140079
2023,Q1,Assam,Dima Hasao,39528,9959440,251.9591175875329
2023,Q1,Assam,Baksa,124070,25692141,207.0777867332957
2023,Q1,Assam,Charaideo,66846,14369720,214.96753732459683
2023,Q1,Assam,Darrang,118372,18138646,153.23426148075558
2023,Q1,Assam,Kamrup Metropolitan,938802,9200094,9.799823604977407
2023,Q1,Assam,Hailakandi,95220,8693542,91.29953791220332
2023,Q1,Assam,Barpeta,294210,20512705,69.72130451038375
2023,Q1,Assam,Goalpara,152321,14570317,95.65533971021723
2023,Q1,Assam,Biswanath,88588,15699577,177.2201313947713
2023,Q1,Assam,Jorhat,187799,12693841,67.59269751170135
2023,Q2,Assam,Tinsukia,228972,44603291,194.79801460440578
2023,Q2,Assam,Lakhimpur,153714,33915476,220.64012386640124
2023,Q2,Assam,Kamrup,254290,30922758,121.60430217468245
2023,Q2,Assam,Kokrajhar,105192,21194562,201.4845425507643
2023,Q2,Assam,Karbi Anglong,100241,18126872,180.83291268044013
2023,Q2,Assam,Sivasagar,130487,12983443,99.49989654141793
2023,Q2,Assam,Dibrugarh,267326,27003545,101.01353777784428
2023,Q2,Assam,South Salmara Mancachar,50054,7390206,147.6446637631358
2023,Q2,Assam,Nagaon,345756,23821016,68.89545228426984
2023,Q2,Assam,Dhubri,178594,20746998,116.16850510095524
2023,Q2,Assam,Golaghat,169790,31887534,187.80572471877025
2023,Q2,Assam,Udalguri,100715,24946523,247.69421635307552
2023,Q2,Assam,Majuli,23562,5911513,250.8918173329938
2023,Q2,Assam,Sonitpur,269578,27748524,102.93319187767548
2023,Q2,Assam,Hojai,110816,16385311,147.86051653190876
2023,Q2,Assam,Marigaon,151771,14419082,95.00551488756086
2023,Q2,Assam,Chirang,63080,20252008,321.05275840202916
2023,Q2,Assam,Cachar,295315,22642668,76.6729356788514
2023,Q2,Assam,Nalbari,117138,14827382,126.5804606532466
2023,Q2,Assam,West Karbi Anglong,22322,8178211,366.3744736134755
2023,Q2,Assam,Dhemaji,118120,18644431,157.8431341009143
2023,Q2,Assam,Karimganj,155758,14770232,94.82807945659292
2023,Q2,Assam,Bongaigaon,139630,15436337,110.55172240922438
2023,Q2,Assam,Dima Hasao,41378,9768270,236.0740006766881
2023,Q2,Assam,Baksa,130264,26633419,204.45724835718235
2023,Q2,Assam,Charaideo,70025,19494149,278.3884184219921
2023,Q2,Assam,Darrang,124149,23891152,192.43934304746716
2023,Q2,Assam,Kamrup Metropolitan,975409,10291917,10.551386136482234
2023,Q2,Assam,Hailakandi,99676,12253103,122.92932100004013
2023,Q2,Assam,Barpeta,307888,24119497,78.33854193732786
2023,Q2,Assam,Goalpara,159697,17263931,108.10429125155764
2023,Q2,Assam,Biswanath,92859,19143829,206.16018910391023
2023,Q2,Assam,Jorhat,196116,17452483,88.99061269860695
2023,Q3,Assam,Tinsukia,239058,51022057,213.4296154071397
2023,Q3,Assam,Lakhimpur,160471,45985004,286.56270603411207
2023,Q3,Assam,Kamrup,265357,38346090,144.50755020594897
2023,Q3,Assam,Kokrajhar,110080,35992196,326.9639898255814
2023,Q3,Assam,Karbi Anglong,104784,34498189,329.2314570926859
2023,Q3,Assam,Sivasagar,136241,13086792,96.05619453762084
2023,Q3,Assam,Dibrugarh,278740,52247851,187.44296118246393
2023,Q3,Assam,South Salmara Mancachar,52380,10212674,194.97277586865215
2023,Q3,Assam,Nagaon,360999,37811403,104.74101867318193
2023,Q3,Assam,Dhubri,186435,32844357,176.1705527395607
2023,Q3,Assam,Golaghat,177250,41449634,233.84842877291962
2023,Q3,Assam,Udalguri,105214,32082491,304.9260649723421
2023,Q3,Assam,Majuli,24611,5257124,213.60871155174516
2023,Q3,Assam,Sonitpur,281112,45875124,163.1916246905148
2023,Q3,Assam,Hojai,115657,25287556,218.64267618907633
2023,Q3,Assam,Marigaon,158451,24814112,156.60432562748105
2023,Q3,Assam,Chirang,65998,30789237,466.51772780993366
2023,Q3,Assam,Cachar,308182,23961554,77.75130929126296
2023,Q3,Assam,Nalbari,122081,20513320,168.03040604189022
2023,Q3,Assam,West Karbi Anglong,23398,13519596,577.8098982819045
2023,Q3,Assam,Dhemaji,123363,28025817,227.18170764329662
2023,Q3,Assam,Karimganj,162640,26785202,164.69012543039844
2023,Q3,Assam,Bongaigaon,145804,21295658,146.05674741433705
2023,Q3,Assam,Dima Hasao,43160,13892143,321.8754170528267
2023,Q3,Assam,Baksa,136080,38631709,283.889689888301
2023,Q3,Assam,Charaideo,73222,23549167,321.6132719674415
2023,Q3,Assam,Darrang,129710,41955515,323.45628710199674
2023,Q3,Assam,Kamrup Metropolitan,1014178,12110048,11.94075201789035
2023,Q3,Assam,Hailakandi,104063,17547081,168.61978801303056
2023,Q3,Assam,Barpeta,321557,35656605,110.88735434153199
2023,Q3,Assam,Goalpara,167049,35859977,214.66741495010447
2023,Q3,Assam,Biswanath,96868,31732430,327.58423834496426
2023,Q3,Assam,Jorhat,204393,20212200,98.88890519734042
2023,Q4,Assam,Tinsukia,248429,17947350,72.24337738347778
2023,Q4,Assam,Lakhimpur,167096,15794802,94.52531478910328
2023,Q4,Assam,Kamrup,276067,25845292,93.61963581304538
2023,Q4,Assam,Kokrajhar,114440,13750462,120.15433414889898
2023,Q4,Assam,Karbi Anglong,108934,11762810,107.98107110727597
2023,Q4,Assam,Sivasagar,141853,11632384,82.00308770346767
2023,Q4,Assam,Dibrugarh,289409,19181994,66.2798807224378
2023,Q4,Assam,South Salmara Mancachar,54609,13855399,253.72006445823948
2023,Q4,Assam,Nagaon,375835,39881315,106.11389306477577
2023,Q4,Assam,Dhubri,193881,26044285,134.33129084335238
2023,Q4,Assam,Golaghat,184416,15461014,83.83770388686447
2023,Q4,Assam,Udalguri,109420,12236271,111.82846828733321
2023,Q4,Assam,Majuli,25684,1686462,65.66196854072574
2023,Q4,Assam,Sonitpur,291996,27175802,93.06908998753407
2023,Q4,Assam,Hojai,120199,11056902,91.98830273130392
2023,Q4,Assam,Marigaon,165177,16104820,97.50037838197812
2023,Q4,Assam,Chirang,68633,8450267,123.12250666588959
2023,Q4,Assam,Cachar,320070,28050880,87.63982878745274
2023,Q4,Assam,Nalbari,126977,11327199,89.20669885097301
2023,Q4,Assam,West Karbi Anglong,24422,2733988,111.94775202686102
2023,Q4,Assam,Dhemaji,128232,12131639,94.60695458231955
2023,Q4,Assam,Karimganj,169249,15295556,90.37309526201041
2023,Q4,Assam,Bongaigaon,151750,13164085,86.74850082372323
2023,Q4,Assam,Dima Hasao,44886,3858547,85.96326248718977
2023,Q4,Assam,Baksa,141506,13322763,94.14980990205362
2023,Q4,Assam,Charaideo,76164,5375217,70.57424767606743
2023,Q4,Assam,Darrang,135028,16894251,125.11664988002488
2023,Q4,Assam,Kamrup Metropolitan,1050970,63033857,59.97683758813287
2023,Q4,Assam,Hailakandi,108213,9827592,90.81711069834493
2023,Q4,Assam,Barpeta,334209,31271792,93.56956874291237
2023,Q4,Assam,Goalpara,173830,18770709,107.98313869872864
2023,Q4,Assam,Biswanath,100861,10494512,104.0492559066438
2023,Q4,Assam,Jorhat,212335,14621737,68.86164315821696
2018,Q1,Bihar,Madhepura,26881,0,0.0
2018,Q1,Bihar,Purnia,51858,0,0.0
2018,Q1,Bihar,Nalanda,75201,0,0.0
2018,Q1,Bihar,Buxar,27689,0,0.0
2018,Q1,Bihar,Darbhanga,74414,0,0.0
2018,Q1,Bihar,Nawada,32228,0,0.0
2018,Q1,Bihar,Jamui,23266,0,0.0
2018,Q1,Bihar,Sheikhpura,10567,0,0.0
2018,Q1,Bihar,Siwan,52000,0,0.0
2018,Q1,Bihar,Muzaffarpur,125298,0,0.0
2018,Q1,Bihar,Patna,425009,0,0.0
2018,Q1,Bihar,Jehanabad,20394,0,0.0
2018,Q1,Bihar,Rohtas,64983,0,0.0
2018,Q1,Bihar,Begusarai,57409,0,0.0
2018,Q1,Bihar,Supaul,29348,0,0.0
2018,Q1,Bihar,Sitamarhi,47288,0,0.0
2018,Q1,Bihar,Saran,63245,0,0.0
2018,Q1,Bihar,Arwal,11087,0,0.0
2018,Q1,Bihar,Vaishali,67921,0,0.0
2018,Q1,Bihar,Pashchim Champaran,67656,0,0.0
2018,Q1,Bihar,Gopalganj,41306,0,0.0
2018,Q1,Bihar,Lakhisarai,18119,0,0.0
2018,Q1,Bihar,Aurangabad,42349,0,0.0
2018,Q1,Bihar,Kaimur Bhabua,22464,0,0.0
2018,Q1,Bihar,Araria,30576,0,0.0
2018,Q1,Bihar,Munger,32219,0,0.0
2018,Q1,Bihar,Katihar,44233,0,0.0
2018,Q1,Bihar,Khagaria,25026,0,0.0
2018,Q1,Bihar,Saharsa,32380,0,0.0
2018,Q1,Bihar,Bhagalpur,76063,0,0.0
2018,Q1,Bihar,Madhubani,66664,0,0.0
2018,Q1,Bihar,Kishanganj,16507,0,0.0
2018,Q1,Bihar,Gaya,91015,0,0.0
2018,Q1,Bihar,Samastipur,76068,0,0.0
2018,Q1,Bihar,Banka,19504,0,0.0
2018,Q1,Bihar,Purbi Champaran,87561,0,0.0
2018,Q1,Bihar,Sheohar,7645,0,0.0
2018,Q1,Bihar,Bhojpur,50363,0,0.0
2018,Q2,Bihar,Madhepura,38981,0,0.0
2018,Q2,Bihar,Purnia,74326,0,0.0
2018,Q2,Bihar,Nalanda,104076,0,0.0
2018,Q2,Bihar,Buxar,40109,0,0.0
2018,Q2,Bihar,Darbhanga,105558,0,0.0
2018,Q2,Bihar,Nawada,46340,0,0.0
2018,Q2,Bihar,Jamui,33706,0,0.0
2018,Q2,Bihar,Sheikhpura,14713,0,0.0
2018,Q2,Bihar,Siwan,76259,0,0.0
2018,Q2,Bihar,Muzaffarpur,172315,0,0.0
2018,Q2,Bihar,Patna,568657,0,0.0
2018,Q2,Bihar,Jehanabad,28922,0,0.0
2018,Q2,Bihar,Rohtas,91120,0,0.0
2018,Q2,Bihar,Begusarai,81209,0,0.0
2018,Q2,Bihar,Supaul,42570,0,0.0
2018,Q2,Bihar,Sitamarhi,66939,0,0.0
2018,Q2,Bihar,Saran,93576,0,0.0
2018,Q2,Bihar,Arwal,15827,0,0.0
2018,Q2,Bihar,Vaishali,96694,0,0.0
2018,Q2,Bihar,Pashchim Champaran,97301,0,0.0
2018,Q2,Bihar,Gopalganj,60406,0,0.0
2018,Q2,Bihar,Lakhisarai,25672,0,0.0
2018,Q2,Bihar,Aurangabad,60487,0,0.0
2018,Q2,Bihar,Kaimur Bhabua,32462,0,0.0
2018,Q2,Bihar,Araria,45568,0,0.0
2018,Q2,Bihar,Munger,46015,0,0.0
2018,Q2,Bihar,Katihar,64523,0,0.0
2018,Q2,Bihar,Khagaria,36519,0,0.0
2018,Q2,Bihar,Saharsa,46151,0,0.0
2018,Q2,Bihar,Bhagalpur,106461,0,0.0
2018,Q2,Bihar,Madhubani,95726,0,0.0
2018,Q2,Bihar,Kishanganj,24807,0,0.0
2018,Q2,Bihar,Gaya,126422,0,0.0
2018,Q2,Bihar,Samastipur,107143,0,0.0
2018,Q2,Bihar,Banka,28923,0,0.0
2018,Q2,Bihar,Purbi Champaran,125890,0,0.0
2018,Q2,Bihar,Sheohar,10733,0,0.0
2018,Q2,Bihar,Bhojpur,72766,0,0.0
2018,Q3,Bihar,Madhepura,49663,0,0.0
2018,Q3,Bihar,Purnia,94363,0,0.0
2018,Q3,Bihar,Nalanda,128472,0,0.0
2018,Q3,Bihar,Buxar,51486,0,0.0
2018,Q3,Bihar,Darbhanga,132803,0,0.0
2018,Q3,Bihar,Nawada,59996,0,0.0
2018,Q3,Bihar,Jamui,43752,0,0.0
2018,Q3,Bihar,Sheikhpura,18723,0,0.0
2018,Q3,Bihar,Siwan,98993,0,0.0
2018,Q3,Bihar,Muzaffarpur,211519,0,0.0
2018,Q3,Bihar,Patna,684421,0,0.0
2018,Q3,Bihar,Jehanabad,36542,0,0.0
2018,Q3,Bihar,Rohtas,115023,0,0.0
2018,Q3,Bihar,Begusarai,102517,0,0.0
2018,Q3,Bihar,Supaul,55126,0,0.0
2018,Q3,Bihar,Sitamarhi,86343,0,0.0
2018,Q3,Bihar,Saran,123407,0,0.0
2018,Q3,Bihar,Arwal,20402,0,0.0
2018,Q3,Bihar,Vaishali,122105,0,0.0
2018,Q3,Bihar,Pashchim Champaran,124955,0,0.0
2018,Q3,Bihar,Gopalganj,77944,0,0.0
2018,Q3,Bihar,Lakhisarai,32649,0,0.0
2018,Q3,Bihar,Aurangabad,78109,0,0.0
2018,Q3,Bihar,Kaimur Bhabua,42159,0,0.0
2018,Q3,Bihar,Araria,60052,0,0.0
2018,Q3,Bihar,Munger,57422,0,0.0
2018,Q3,Bihar,Katihar,81567,0,0.0
2018,Q3,Bihar,Khagaria,46130,0,0.0
2018,Q3,Bihar,Saharsa,58234,0,0.0
2018,Q3,Bihar,Bhagalpur,131270,0,0.0
2018,Q3,Bihar,Madhubani,123044,0,0.0
2018,Q3,Bihar,Kishanganj,33293,0,0.0
2018,Q3,Bihar,Gaya,160375,0,0.0
2018,Q3,Bihar,Samastipur,134680,0,0.0
2018,Q3,Bihar,Banka,37816,0,0.0
2018,Q3,Bihar,Purbi Champaran,162122,0,0.0
2018,Q3,Bihar,Sheohar,14106,0,0.0
2018,Q3,Bihar,Bhojpur,92952,0,0.0
2018,Q4,Bihar,Madhepura,62629,0,0.0
2018,Q4,Bihar,Purnia,117803,0,0.0
2018,Q4,Bihar,Nalanda,160167,0,0.0
2018,Q4,Bihar,Buxar,66750,0,0.0
2018,Q4,Bihar,Darbhanga,167302,0,0.0
2018,Q4,Bihar,Nawada,77511,0,0.0
2018,Q4,Bihar,Jamui,57118,0,0.0
2018,Q4,Bihar,Sheikhpura,24007,0,0.0
2018,Q4,Bihar,Siwan,129337,0,0.0
2018,Q4,Bihar,Muzaffarpur,260789,0,0.0
2018,Q4,Bihar,Patna,826399,0,0.0
2018,Q4,Bihar,Jehanabad,46948,0,0.0
2018,Q4,Bihar,Rohtas,145673,0,0.0
2018,Q4,Bihar,Begusarai,130175,0,0.0
2018,Q4,Bihar,Supaul,70883,0,0.0
2018,Q4,Bihar,Sitamarhi,109162,0,0.0
2018,Q4,Bihar,Saran,161486,0,0.0
2018,Q4,Bihar,Arwal,26433,0,0.0
2018,Q4,Bihar,Vaishali,156657,0,0.0
2018,Q4,Bihar,Pashchim Champaran,161063,0,0.0
2018,Q4,Bihar,Gopalganj,101282,0,0.0
2018,Q4,Bihar,Lakhisarai,41729,0,0.0
2018,Q4,Bihar,Aurangabad,101513,0,0.0
2018,Q4,Bihar,Kaimur Bhabua,54117,0,0.0
2018,Q4,Bihar,Araria,78248,0,0.0
2018,Q4,Bihar,Munger,71593,0,0.0
2018,Q4,Bihar,Katihar,103140,0,0.0
2018,Q4,Bihar,Khagaria,58456,0,0.0
2018,Q4,Bihar,Saharsa,72745,0,0.0
2018,Q4,Bihar,Bhagalpur,164162,0,0.0
2018,Q4,Bihar,Madhubani,158691,0,0.0
2018,Q4,Bihar,Kishanganj,44517,0,0.0
2018,Q4,Bihar,Gaya,203926,0,0.0
2018,Q4,Bihar,Samastipur,169774,0,0.0
2018,Q4,Bihar,Banka,50385,0,0.0
2018,Q4,Bihar,Purbi Champaran,206934,0,0.0
2018,Q4,Bihar,Sheohar,17899,0,0.0
2018,Q4,Bihar,Bhojpur,119262,0,0.0
2019,Q1,Bihar,Madhepura,75876,0,0.0
2019,Q1,Bihar,Purnia,141631,0,0.0
2019,Q1,Bihar,Nalanda,189924,0,0.0
2019,Q1,Bihar,Buxar,81116,0,0.0
2019,Q1,Bihar,Darbhanga,202521,0,0.0
2019,Q1,Bihar,Nawada,94644,0,0.0
2019,Q1,Bihar,Jamui,70521,0,0.0
2019,Q1,Bihar,Sheikhpura,29154,0,0.0
2019,Q1,Bihar,Siwan,160063,0,0.0
2019,Q1,Bihar,Muzaffarpur,309416,0,0.0
2019,Q1,Bihar,Patna,964432,0,0.0
2019,Q1,Bihar,Jehanabad,56497,0,0.0
2019,Q1,Bihar,Rohtas,174877,0,0.0
2019,Q1,Bihar,Begusarai,155497,0,0.0
2019,Q1,Bihar,Supaul,86568,0,0.0
2019,Q1,Bihar,Sitamarhi,132501,0,0.0
2019,Q1,Bihar,Saran,197928,0,0.0
2019,Q1,Bihar,Arwal,32098,0,0.0
2019,Q1,Bihar,Vaishali,189344,0,0.0
2019,Q1,Bihar,Pashchim Champaran,197074,0,0.0
2019,Q1,Bihar,Gopalganj,125180,0,0.0
2019,Q1,Bihar,Lakhisarai,50294,0,0.0
2019,Q1,Bihar,Aurangabad,123845,0,0.0
2019,Q1,Bihar,Kaimur Bhabua,66307,0,0.0
2019,Q1,Bihar,Araria,95297,0,0.0
2019,Q1,Bihar,Munger,84548,0,0.0
2019,Q1,Bihar,Katihar,124680,0,0.0
2019,Q1,Bihar,Khagaria,70139,0,0.0
2019,Q1,Bihar,Saharsa,88171,0,0.0
2019,Q1,Bihar,Bhagalpur,195057,0,0.0
2019,Q1,Bihar,Madhubani,195036,0,0.0
2019,Q1,Bihar,Kishanganj,54620,0,0.0
2019,Q1,Bihar,Gaya,245773,0,0.0
2019,Q1,Bihar,Samastipur,204544,0,0.0
2019,Q1,Bihar,Banka,62041,0,0.0
2019,Q1,Bihar,Purbi Champaran,252394,0,0.0
2019,Q1,Bihar,Sheohar,21941,0,0.0
2019,Q1,Bihar,Bhojpur,143568,0,0.0
2019,Q2,Bihar,Madhepura,88609,530739,5.9896737351736276
2019,Q2,Bihar,Purnia,163932,892348,5.443403362369763
2019,Q2,Bihar,Nalanda,213733,1212543,5.67316698871957
2019,Q2,Bihar,Buxar,93771,493509,5.262917106568128
2019,Q2,Bihar,Darbhanga,232722,1420641,6.104455100935881
2019,Q2,Bihar,Nawada,109523,581833,5.31242752663824
2019,Q2,Bihar,Jamui,82317,441606,5.364699879733227
2019,Q2,Bihar,Sheikhpura,33395,152708,4.572780356340769
2019,Q2,Bihar,Siwan,187956,1155335,6.146837557726276
2019,Q2,Bihar,Muzaffarpur,353459,2236848,6.32845110748347
2019,Q2,Bihar,Patna,1076012,7177148,6.670137507760137
2019,Q2,Bihar,Jehanabad,65200,393786,6.039662576687117
2019,Q2,Bihar,Rohtas,199401,1187844,5.957061398889675
2019,Q2,Bihar,Begusarai,177158,862354,4.86771130854943
2019,Q2,Bihar,Supaul,100872,561171,5.5631989055436595
2019,Q2,Bihar,Sitamarhi,153456,899841,5.863837191116672
2019,Q2,Bihar,Saran,230068,1466538,6.374367578281204
2019,Q2,Bihar,Arwal,36841,225510,6.121169349366196
2019,Q2,Bihar,Vaishali,218205,1414165,6.4809009876034
2019,Q2,Bihar,Pashchim Champaran,227901,1471945,6.45870355987907
2019,Q2,Bihar,Gopalganj,147102,868936,5.90703049584642
2019,Q2,Bihar,Lakhisarai,57386,292347,5.094395845676646
2019,Q2,Bihar,Aurangabad,143325,880786,6.145375893947323
2019,Q2,Bihar,Kaimur Bhabua,76908,450417,5.85656888750195
